gcode,gname,week_end_date,week_end_year,total_weekly_sales,weekly_purchase_tax_rate_mean,weekly_invoice_tax_rate_mean,year,month,quarter,weekofyear,weekofmonth,is_month_start,is_month_end,days_in_month,elapsed_weeks,total_weekly_sales_lag_1,lag_1_diff,total_weekly_sales_lag_2,lag_2_diff,total_weekly_sales_lag_4,lag_4_diff,total_weekly_sales_lag_8,lag_8_diff,rolling_mean_4,rolling_std_4,rolling_mean_8,rolling_std_8,rolling_mean_12,rolling_std_12,rolling_mean_26,rolling_std_26,pct_change_1w,pct_change_4w,rolling_mean_ratio_4_12,target_zscore,num_holidays_in_week,min_days_to_next_holiday_in_week,num_days_before_holiday_period_in_week,num_workday_holidays_in_week,data_split,is_train
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-03-17,2019,17715.0,0.16,0.16,2019,3,1,11,3,0,0,31,10,27074.0,-9359.0,22300.0,-4585.0,20790.0,-3075.0,36689.0,-18974.0,22551.5,3839.6085303930017,20814.875,9368.387396490087,22954.727272727272,9716.696497173401,22954.727272727272,9716.696497173401,-0.3456822043288764,-0.14790764790764788,0.9824338025045346,-0.5392498648333325,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-03-24,2019,25664.0,0.16,0.16,2019,3,1,12,4,0,0,31,11,17715.0,7949.0,27074.0,-1410.0,23117.0,2547.0,33064.0,-7400.0,23188.25,4162.284819262937,19889.875,8289.362605816825,23180.5,9297.460000158402,23180.5,9297.460000158402,0.44871577758961334,0.11017865640005198,1.0003343327365675,0.26711596500094525,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-03-31,2019,30100.0,0.16,0.16,2019,3,1,13,5,0,1,31,12,25664.0,4436.0,17715.0,12385.0,22300.0,7800.0,21819.0,8281.0,25138.25,5283.532427899606,20925.0,9047.083081618866,24220.583333333332,9316.838641146016,23712.76923076923,9106.16471732059,0.17284912718204493,0.34977578475336313,1.0378878846160464,0.6310527522395162,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-04-07,2019,18864.0,0.16,0.16,2019,4,2,14,1,0,0,30,13,30100.0,-11236.0,25664.0,-6800.0,27074.0,-8210.0,640.0,18224.0,23085.75,5845.659493732654,23203.0,4212.230661164839,23153.0,9116.848299115816,23366.428571428572,8844.372689102167,-0.37328903654485046,-0.3032429637290389,0.9970954088023151,-0.47044766560566353,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-04-14,2019,22519.0,0.159794520548,0.159794520548,2019,4,2,15,2,0,0,30,14,18864.0,3655.0,30100.0,-7581.0,17715.0,4804.0,20790.0,1729.0,24286.75,4768.712291244536,23419.125,4113.945219355403,21972.166666666668,8060.748914375517,23309.933333333334,8525.459044755864,0.1937553011026294,0.2711826136042901,1.105341606426312,0.06783902328952475,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-04-21,2019,26621.0,0.159277108434,0.159277108434,2019,4,2,16,3,0,0,30,15,22519.0,4102.0,18864.0,7757.0,25664.0,957.0,23117.0,3504.0,24526.0,4883.468507799216,23857.125,4261.082841502016,21435.25,7445.901461084603,23516.875,8277.867244445679,0.18215728940006226,0.037289588528678363,1.1441900607643951,0.696456973961165,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-04-28,2019,33361.0,0.159375,0.159375,2019,4,2,17,4,0,0,30,16,26621.0,6740.0,22519.0,10842.0,30100.0,3261.0,22300.0,11061.0,25341.25,6214.874971925558,25239.75,5341.262230436337,22397.083333333332,8206.597694519756,24095.941176470587,8363.061225342282,0.25318357687539916,0.10833887043189372,1.131453128197496,1.3359880762752887,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-05-05,2019,19740.0,0.150285714286,0.150285714286,2019,5,2,18,1,0,0,31,17,33361.0,-13621.0,26621.0,-6881.0,18864.0,876.0,27074.0,-7334.0,25560.25,5918.935792578486,24323.0,5604.372119795659,23988.75,4710.908870522086,23853.944444444445,8178.06531466029,-0.40829111837175147,0.04643765903307884,1.065509874420301,-0.9018960282984911,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-05-12,2019,21707.0,0.145569620253,0.145569620253,2019,5,2,19,2,0,0,31,18,19740.0,1967.0,33361.0,-11654.0,22519.0,-812.0,17715.0,3992.0,25357.25,6070.005512078775,24822.0,5085.675850577079,24065.166666666668,4661.48233999236,23740.947368421053,7962.898554293212,0.09964539007092199,-0.03605843953994403,1.0536910195233775,-0.5058834282037702,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-05-19,2019,27360.0,0.141923076923,0.141923076923,2019,5,2,20,3,0,0,31,19,21707.0,5653.0,19740.0,7620.0,26621.0,739.0,25664.0,1696.0,25542.0,6132.2185762305235,25034.0,5160.587175893847,24418.75,4743.227193013792,23921.9,7792.649119860536,0.2604229050536693,0.027760039066902165,1.045999488098285,0.6200946908746244,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-05-26,2019,20805.0,0.130608108108,0.130608108108,2019,5,2,21,4,0,0,31,20,27360.0,-6555.0,21707.0,-902.0,33361.0,-12556.0,30100.0,-9295.0,22403.0,3401.0507199981657,23872.125,4896.676378276541,24294.166666666668,4822.900689482015,23773.47619047619,7625.728388941268,-0.23958333333333337,-0.37636761487964987,0.9221555243028161,-0.7234581201881245,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-06-02,2019,29462.0,0.13,0.13,2019,6,2,22,1,0,0,30,21,20805.0,8657.0,27360.0,2102.0,19740.0,9722.0,18864.0,10598.0,24833.5,4235.17134639596,25196.875,4780.432778898942,24493.166666666668,4994.250309257155,24032.045454545456,7540.124714626491,0.4161018985820717,0.4925025329280648,1.013895031947686,0.9949107524953823,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-06-09,2019,22502.0,0.13,0.13,2019,6,2,23,2,0,0,30,22,29462.0,-6960.0,20805.0,1697.0,21707.0,795.0,22519.0,-17.0,25032.25,4054.33565252476,25194.75,4781.7967857281465,24892.083333333332,4577.409796704872,23965.521739130436,7373.670449459565,-0.23623650804426044,0.03662413046482693,1.005630973703152,-0.5221475549455666,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-06-16,2019,30038.0,0.130377358491,0.130377358491,2019,6,2,24,3,0,0,30,23,22502.0,7536.0,29462.0,576.0,27360.0,2678.0,26621.0,3417.0,25701.75,4731.423490874606,25621.875,5071.241872066451,25256.583333333332,4812.575996251593,24218.541666666668,7317.343554449292,0.334903564127633,0.0978801169590644,1.0176257675391565,0.9935254363548348,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-06-23,2019,19286.0,0.13,0.13,2019,6,2,25,4,0,0,30,24,30038.0,-10752.0,22502.0,-3216.0,20805.0,-1519.0,33361.0,-14075.0,25322.0,5284.125660882795,23862.5,4399.81350254109,24355.416666666668,4835.604022782629,24021.24,7230.887602731311,-0.35794660097210196,-0.07301129536169193,1.0396865858039792,-1.0483523139575628,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-06-30,2019,27112.0,0.13049689441,0.13049689441,2019,6,2,26,5,0,1,30,25,19286.0,7826.0,30038.0,-2926.0,29462.0,-2350.0,19740.0,7372.0,24734.5,4776.67342404733,24784.0,4179.532749004371,25042.75,4562.572024338111,24140.115384615383,7110.676577243115,0.40578658093954156,-0.07976376349195569,0.9876910483073944,0.4535270871258596,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-07-07,2019,25114.0,0.130731707317,0.130731707317,2019,7,3,27,1,0,0,31,26,27112.0,-1998.0,19286.0,5828.0,22502.0,2612.0,21707.0,3407.0,25387.5,4542.545358423334,25209.875,3990.5150558185246,25259.0,4493.048084642444,24428.384615384617,6986.575590813705,-0.07369430510475061,0.11607857079370731,1.0050872956174037,-0.03227207839052964,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-07-14,2019,28248.0,0.13,0.13,2019,7,3,28,2,0,0,31,27,25114.0,3134.0,27112.0,1136.0,30038.0,-1790.0,27360.0,888.0,24940.0,3985.7429253110026,25320.875,4070.417157894968,25394.583333333332,4561.905253058073,24296.576923076922,6875.842593736871,0.12479095325316547,-0.05959118449963374,0.9820992009450835,0.6254879284820481,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-07-21,2019,21915.0,0.13,0.13,2019,7,3,29,3,0,0,31,28,28248.0,-6333.0,25114.0,-3199.0,19286.0,2629.0,20805.0,1110.0,25597.25,2775.694432630035,25459.625,3910.2596894945164,24440.75,3892.263938658561,23728.346153846152,6405.107343002508,-0.22419286321155485,0.13631649901482934,1.0473185151846813,-0.6489153972611837,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-07-28,2019,25718.0,0.130186335404,0.130186335404,2019,7,3,30,4,0,0,31,29,21915.0,3803.0,28248.0,-2530.0,27112.0,-1394.0,29462.0,-3744.0,25248.75,2604.3388636401955,24991.625,3572.2437101911223,24938.916666666668,3608.111832028532,23445.80769230769,6133.070239410152,0.17353410905772293,-0.05141634700501618,1.0124236885456799,0.21592549499645647,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-08-04,2019,27122.0,0.130201342282,0.130201342282,2019,8,3,31,1,0,0,31,30,25718.0,1404.0,21915.0,5207.0,25114.0,2008.0,22502.0,4620.0,25750.75,2758.6611940094003,25569.125,3484.633427636261,25390.166666666668,3504.2860726241984,23649.76923076923,6164.900786275106,0.054592114472354014,0.0799554033606753,1.0142016922561883,0.4942043250585538,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-08-11,2019,27990.0,0.13,0.13,2019,8,3,32,2,0,0,31,31,27122.0,868.0,25718.0,2272.0,28248.0,-258.0,30038.0,-2048.0,25686.25,2682.7831785914736,25313.125,3170.4933116607817,25442.666666666668,3541.007107213057,24701.69230769231,4053.482796502102,0.0320035395619791,-0.009133389974511519,1.0095738130175034,0.7193810281104479,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-08-18,2019,24757.0,0.13,0.13,2019,8,3,33,3,0,0,31,32,27990.0,-3233.0,27122.0,-2365.0,21915.0,2842.0,19286.0,5471.0,26396.75,1439.2028754372002,25997.0,2090.992723906185,25772.0,3241.5863961394607,24854.26923076923,3974.2396460977825,-0.11550553769203287,0.12968286561715714,1.0242414248021108,-0.31311829331737245,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-08-25,2019,23273.0,0.13,0.13,2019,8,3,34,4,0,0,31,33,24757.0,-1484.0,27990.0,-4717.0,25718.0,-2445.0,27112.0,-3839.0,25785.5,2161.5211464768754,25517.125,2234.165388269833,25256.25,3089.919537787359,24860.26923076923,3971.6288402386526,-0.059942642484953734,-0.09506960105762496,1.0209552091066567,-0.6418451923250316,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-09-01,2019,25855.0,0.13,0.13,2019,9,3,35,1,1,0,30,34,23273.0,2582.0,24757.0,1098.0,27122.0,-1267.0,25114.0,741.0,25468.75,1986.101436650884,25609.75,2230.422109313464,25535.666666666668,2967.3887306498837,24997.0,3941.0370411859926,0.11094401237485507,-0.04671484403805026,0.9973794822927409,0.10761425695089008,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-09-08,2019,28091.0,0.13,0.13,2019,9,3,36,2,0,0,30,35,25855.0,2236.0,23273.0,4818.0,27990.0,101.0,28248.0,-157.0,25494.0,2029.0178247943934,25590.125,2204.4317983488318,25373.416666666668,2743.6236310375966,25036.115384615383,3967.4346908492253,0.08648230516341138,0.0036084315827080715,1.004752349079253,0.9905087937683288,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-09-15,2019,27754.0,0.13,0.13,2019,9,3,37,3,0,0,30,36,28091.0,-337.0,25855.0,1899.0,24757.0,2997.0,21915.0,5839.0,26243.25,2211.3094725373408,26320.0,1729.1908925440182,26079.083333333332,2032.3995427856223,25422.23076923077,3706.348092747824,-0.011996724929692837,0.12105667084057026,1.0062949554080698,0.8241079725746319,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-09-22,2019,31030.0,0.13,0.13,2019,9,3,38,4,0,0,30,37,27754.0,3276.0,28091.0,2939.0,23273.0,7757.0,25718.0,5312.0,28182.5,2138.3402442081197,26984.0,2367.193516140406,26405.583333333332,2479.049651427434,25628.615384615383,3866.298323481246,0.11803703970598822,0.33330468783568934,1.067293217659144,1.8653989701270943,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-09-29,2019,40448.0,0.13,0.13,2019,9,3,39,5,0,0,30,38,31030.0,9418.0,27754.0,12694.0,25855.0,14593.0,27122.0,13326.0,31830.75,5930.256283107281,28649.75,5322.294128072435,27683.416666666668,4705.215103929096,26026.615384615383,4771.620035811097,0.3035127296165001,0.5644169406304389,1.149812914470456,2.712858615682469,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-10-06,2019,2620.0,0.13,0.13,2019,10,4,40,1,0,0,31,39,40448.0,-37828.0,31030.0,-28410.0,28091.0,-25471.0,27990.0,-25370.0,25463.0,16151.29555175064,25478.5,10656.625745784371,25547.75,8616.331091437514,25401.846153846152,6498.082109006062,-0.9352254746835443,-0.9067316934249403,0.9966826824280025,-2.6609643660031206,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-10-13,2019,31291.0,0.13,0.13,2019,10,4,41,2,0,0,31,40,2620.0,28671.0,40448.0,-9157.0,27754.0,3537.0,24757.0,6534.0,26347.25,16413.22997615034,26295.25,10842.203620903958,26329.083333333332,8681.825545967053,25739.23076923077,6569.744502232597,10.943129770992366,0.1274410895726743,1.000689984776024,0.5715291836256275,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-10-20,2019,21143.0,0.13,0.13,2019,10,4,42,3,0,0,31,41,31291.0,-10148.0,2620.0,18523.0,31030.0,-9887.0,23273.0,-2130.0,23875.5,16216.249391685285,26029.0,10952.613699804395,25947.833333333332,8810.597243540238,25528.53846153846,6627.917375651388,-0.3243105046179413,-0.31862713503061557,0.9201346290955571,-0.5453470633737281,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-10-27,2019,30152.0,0.13,0.13,2019,10,4,43,4,0,0,31,42,21143.0,9009.0,31291.0,-1139.0,40448.0,-10296.0,25855.0,4297.0,21301.5,13255.753782163178,26566.125,11047.812032091631,26200.333333333332,8890.36320286117,25405.115384615383,6504.96762990823,0.42609847230761955,-0.25454905063291144,0.813024007328151,0.4444887769483827,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-11-03,2019,18323.0,0.13,0.13,2019,11,4,44,1,0,0,30,43,30152.0,-11829.0,21143.0,-2820.0,2620.0,15703.0,28091.0,-9768.0,25227.25,6464.569919956009,25345.125,11389.69579974436,25394.75,9147.707294726917,25350.615384615383,6560.032610144091,-0.3923122844255771,5.993511450381679,0.9934041484952598,-0.7730625578800956,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-11-10,2019,29473.0,0.13,0.13,2019,11,4,45,2,0,0,30,44,18323.0,11150.0,30152.0,-679.0,31291.0,-1818.0,27754.0,1719.0,24772.75,5938.659802514371,25560.0,11457.64558213049,25787.75,9218.844565000347,25649.30769230769,6564.294854859775,0.6085248048900289,-0.05809977309769587,0.9606402264641157,0.3997518315897391,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-11-17,2019,27208.0,0.13,0.13,2019,11,4,46,3,0,0,30,45,29473.0,-2265.0,18323.0,8885.0,21143.0,6065.0,31030.0,-3822.0,26289.0,5457.787769172905,25082.25,11275.210099404549,26115.666666666668,9191.205463854452,25643.46153846154,6562.777882761353,-0.07684999830353201,0.2868561698907439,1.0066371399032508,0.11884549177244133,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-11-24,2019,28615.0,0.13,0.13,2019,11,4,47,4,0,0,30,46,27208.0,1407.0,29473.0,-858.0,30152.0,-1537.0,40448.0,-11833.0,25904.75,5140.014810289948,23603.125,9627.224068642901,26345.666666666668,9218.581810997865,25943.846153846152,6510.98968017802,0.051712731549544255,-0.050975059697532465,0.9832641674152611,0.24616946292389505,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-12-01,2019,21237.0,0.13,0.13,2019,12,4,48,1,1,0,31,47,28615.0,-7378.0,27208.0,-5971.0,18323.0,2914.0,2620.0,18617.0,26633.25,3716.6904969340694,25930.25,4939.158828036558,25774.5,9312.466068272535,25627.5,6532.99230827651,-0.2578367988817054,0.15903509250668568,1.0333178141186057,-0.48725009752886084,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-12-08,2019,30513.0,0.13,0.13,2019,12,4,49,2,0,0,31,48,21237.0,9276.0,28615.0,1898.0,29473.0,1040.0,31291.0,-778.0,26893.25,4006.6297037951176,25833.0,4824.866038110728,26004.416666666668,9399.433681763963,25935.615384615383,6568.502904479368,0.43678485661816646,0.035286533437383305,1.034180091202456,0.47966542304357423,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-12-15,2019,32256.0,0.13,0.13,2019,12,4,50,3,0,0,31,49,30513.0,1743.0,21237.0,11019.0,27208.0,5048.0,21143.0,11113.0,28155.25,4845.915419195842,27222.125,4881.112415291654,26106.583333333332,9465.456042015798,26020.923076923078,6637.94923103862,0.05712319339298011,0.18553366656865622,1.0784731820517814,0.6496693491967309,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-12-22,2019,29722.0,0.13,0.13,2019,12,4,51,4,0,0,31,50,32256.0,-2534.0,30513.0,-791.0,28615.0,1107.0,30152.0,-430.0,28432.0,4912.082450448081,27168.375,4846.484792020475,25212.75,8438.823637590947,26422.30769230769,6529.040301724176,-0.07855902777777779,0.03868600384413767,1.1276834141456207,0.5343458038290355,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2019-12-29,2019,22008.0,0.13,0.13,2019,12,4,52,5,0,0,31,51,29722.0,-7714.0,32256.0,-10248.0,21237.0,771.0,18323.0,3685.0,28624.75,4536.401023939575,27629.0,3984.081037615292,26828.416666666668,4785.059255989772,26226.0,6583.9734628869855,-0.25953838907206783,0.036304562791354744,1.0669563677816742,-1.007389127027557,0,0.0,0,0,discard_pre_6y,False
26436,低钙腹膜透析液(乳酸盐-G1.5%),2020-01-05,2020,29116.0,0.13,0.13,2020,1,1,1,1,0,0,31,52,22008.0,7108.0,29722.0,-606.0,30513.0,-1397.0,29473.0,-357.0,28275.5,4394.114965875762,27584.375,3962.4165403558654,26647.166666666668,4639.640284515281,26379.923076923078,6603.687514854576,0.3229734641948383,-0.04578376429718478,1.0611071846287596,0.5321174017677666,0,0.0,0,0,train,True
26436,低钙腹膜透析液(乳酸盐-G1.5%),2020-01-12,2020,39283.0,0.13,0.13,2020,1,1,2,2,0,0,31,53,29116.0,10167.0,22008.0,17275.0,32256.0,7027.0,27208.0,12075.0,30032.25,7092.266510079837,29093.75,5712.088428437163,28158.833333333332,5549.247956145764,26804.346153846152,7066.918405881355,0.34918944910015104,0.21785094246031744,1.0665303368392394,2.004625987985761,0,0.0,0,0,train,True
26436,低钙腹膜透析液(乳酸盐-G1.5%),2020-01-19,2020,53483.0,0.13,0.13,2020,1,1,3,3,0,0,31,54,39283.0,14200.0,29116.0,24367.0,29722.0,23761.0,28615.0,24868.0,35972.5,13657.670286936445,32202.25,10321.266640845426,30103.083333333332,9198.394568009568,28018.5,8713.322788695485,0.36147952040322795,0.7994414911513357,1.1949772586971987,2.541738832119465,0,0.0,0,0,train,True
26436,低钙腹膜透析液(乳酸盐-G1.5%),2020-01-26,2020,9143.0,0.13,0.13,2020,1,1,4,4,0,0,31,55,53483.0,-44340.0,39283.0,-30140.0,22008.0,-12865.0,21237.0,-12094.0,32756.25,18646.122266662667,30690.5,12755.441494291199,29338.083333333332,10549.653673405015,27381.0,9462.505985202866,-0.829048482695436,-0.5845601599418393,1.1165095424888585,-1.9142887490462186,0,0.0,0,0,train,True
26436,低钙腹膜透析液(乳酸盐-G1.5%),2020-02-02,2020,4024.0,0.13,0.13,2020,2,1,5,1,0,0,29,56,9143.0,-5119.0,53483.0,-49459.0,29116.0,-25092.0,30513.0,-26489.0,26483.25,23790.21003655355,27379.375,15866.727720408246,27217.333333333332,12831.285504460175,26492.615384615383,10513.682415127154,-0.5598818768456744,-0.8617942025003434,0.9730288296673689,-1.807561161761329,0,0.0,0,0,train,True
26436,低钙腹膜透析液(乳酸盐-G1.5%),2020-02-09,2020,28980.0,0.13,0.13,2020,2,1,6,2,0,0,29,57,4024.0,24956.0,9143.0,19837.0,39283.0,-10303.0,32256.0,-3276.0,23907.5,22463.18832371457,26969.875,15764.835855586047,27365.0,12841.360753440425,26530.69230769231,10521.112438403961,6.201789264413519,-0.26227630272637015,0.873652475790243,0.12576548786446273,0,0.0,0,0,train,True
26436,低钙腹膜透析液(乳酸盐-G1.5%),2020-02-16,2020,35762.0,0.13,0.13,2020,2,1,7,3,0,0,29,58,28980.0,6782.0,4024.0,31738.0,53483.0,-17721.0,29722.0,6040.0,19477.25,15287.195063734442,27724.875,16057.385558743455,27960.583333333332,13068.339537414522,26953.96153846154,10667.254853919148,0.23402346445824707,-0.3313389301273302,0.696596697136147,0.5969707662041756,0,0.0,0,0,train,True
